"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Javier Valentin","MIN","4","7","0","1","0","0","0.0%","42.9%",".000",".500",".286",".286",".286",".257","","45","0.0","-0.5","1.1","0.1","21","4","7","7","2","2","0","0","0","1","0","0","0","3","0","0","0","0","0","0",".286","","","","","","","","","","","0.0%","42.9%","0.00",".286",".286",".571",".000",".500","","","","","","","","",".257","-0.4","0","-0.5","1.0","0.2","0.1","0.9","0.1","","2.6","45","0.02","-0.06","0.09","-0.82","-0.08","0.55","","0","-0.02","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.0","","21 - 21","-0.5","0.0","","","","","","","","42.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","0","259","84","67","0","165","","","","","","","","","","","","","","","","","","0","","","","","","0.1","4","7","0","1","0","0","0.0%","42.9%",".000",".500",".286",".286",".286",".257","","45","0.0","-0.5","1.1","0.1","759"
"Ron Karkovice","CHW","51","161","6","10","18","0","6.8%","19.9%",".152",".181",".181",".248",".333",".257","","50","0.0","-10.2","2.6","-0.2","33","51","138","161","25","16","3","0","6","10","18","11","0","32","3","5","4","3","0","0",".181","","","","","","","","","","","6.8%","19.9%","0.34",".248",".333",".582",".152",".181","","","","","","","","",".257","-10.1","10","-10.2","0.0","5.0","2.6","-1.9","-0.2","","0.4","50","-1.10","-2.87","1.78","-16.92","-1.65","0.90","","0","-1.20","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","0.0","","33 - 33","-10.2","0.7","","","","","","","","30.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","76","120","73","78","96","60","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","51","161","6","10","18","0","6.8%","19.9%",".152",".181",".181",".248",".333",".257","","50","0.0","-10.2","2.6","-0.2","1006700"
"Deivi Cruz","DET","147","467","2","35","40","3","3.0%","11.8%",".073",".270",".241",".263",".314",".256","","46","-2.0","-34.2","4.3","-1.3","24","147","436","467","105","77","26","0","2","35","40","14","0","55","0","3","14","9","3","6",".241","","","","","","","","","","","3.0%","11.8%","0.25",".263",".314",".577",".073",".270","","","","","","","","",".256","-29.6","28","-32.2","-3.0","14.4","7.3","-13.5","-1.3","","2.3","46","-1.24","-7.74","6.50","-18.55","-1.78","0.88","","0","-2.30","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","-2.0","","24 - 24","-34.2","2.0","","","","","","","","15.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","33","71","77","73","46","89","","","","","","","","","","","","","","","","","","0","","","","","","-1.3","147","467","2","35","40","3","3.0%","11.8%",".073",".270",".241",".263",".314",".256","","46","-2.0","-34.2","4.3","-1.3","1025"
"Robert Machado","CHW","10","17","0","1","2","0","5.9%","35.3%",".133",".333",".200",".250",".333",".256","","50","0.0","-1.1","0.3","0.0","24","10","15","17","3","2","0","1","0","1","2","1","0","6","0","0","1","0","0","0",".200","","","","","","","","","","","5.9%","35.3%","0.17",".250",".333",".583",".133",".333","","","","","","","","",".256","-1.1","1","-1.1","0.0","0.5","0.3","-0.2","0.0","","3.6","50","0.05","-0.23","0.28","-0.19","-0.01","0.88","1.58","1","-0.11","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","24 - 24","-1.1","0.1","","","","","","","","41.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","65","214","73","78","84","110","","","","","","","","","","","","","","","","","","0","","","","","","0.0","10","17","0","1","2","0","5.9%","35.3%",".133",".333",".200",".250",".333",".256","","50","0.0","-1.1","0.3","0.0","289"
"Alberto T. Castillo","NYM","35","71","0","3","7","0","12.7%","22.5%",".017",".273",".203",".304",".220",".255","","50","-0.4","-4.9","1.2","-0.1","27","35","59","71","12","11","1","0","0","3","7","9","0","16","0","1","2","3","0","1",".203","","","","","","","","","","","12.7%","22.5%","0.56",".304",".220",".525",".017",".273","","","","","","","","",".255","-4.6","4","-4.5","0.0","2.2","1.2","-1.4","-0.1","","1.1","50","0.02","-1.20","1.22","-4.35","-0.44","0.96","0.12","3","-0.29","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","-0.4","","27 - 27","-4.9","0.1","","","","","","","","35.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","139","137","89","52","11","90","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","35","71","0","3","7","0","12.7%","22.5%",".017",".273",".203",".304",".220",".255","","50","-0.4","-4.9","1.2","-0.1","812"
"Ryan Long","KCR","6","10","0","2","2","0","0.0%","30.0%",".000",".333",".222",".300",".222",".254","","45","0.0","-0.7","0.8","0.0","24","6","9","10","2","2","0","0","0","2","2","0","0","3","1","0","0","0","0","0",".222","","","","","","","","","","","0.0%","30.0%","0.00",".300",".222",".522",".000",".333","","","","","","","","",".254","-0.6","1","-0.7","1.0","0.3","-0.2","0.4","0.0","","2.6","45","0.03","-0.17","0.20","0.33","0.03","0.90","","0","-0.04","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.0","","24 - 24","-0.7","0.0","","","","","","","","30.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","0","182","88","52","0","110","","","","","","","","","","","","","","","","","","0","","","","","","0.0","6","10","0","2","2","0","0.0%","30.0%",".000",".333",".222",".300",".222",".254","","45","0.0","-0.7","0.8","0.0","1007739"
"Jeff Branson","- - -","94","188","3","14","12","1","7.4%","21.3%",".106",".240",".200",".262",".306",".254","","44","-0.7","-13.9","2.6","-0.5","30","94","170","188","34","23","7","1","3","14","12","14","1","40","1","2","1","4","1","2",".200","","","","","","","","","","","7.4%","21.3%","0.35",".262",".306",".568",".106",".240","","","","","","","","",".254","-12.4","11","-13.3","2.0","5.8","0.6","-5.1","-0.5","","2.9","44","-1.31","-3.65","2.33","-13.73","-1.37","0.96","1.12","25","-1.19","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","-0.7","","30 - 30","-13.9","0.5","","","","","","","","30.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","82","129","77","72","68","79","","","","","","","","","","","","","","","","","","0","","","","","","-0.5","94","188","3","14","12","1","7.4%","21.3%",".106",".240",".200",".262",".306",".254","","44","-0.7","-13.9","2.6","-0.5","1001355"
"Miguel Tejada","OAK","26","104","2","10","10","2","1.9%","21.2%",".131",".240",".202",".240",".333",".253","","47","0.4","-6.6","-1.6","-0.5","23","26","99","104","20","13","3","2","2","10","10","2","0","22","3","0","0","3","2","0",".202","","","","","","","","","","","1.9%","21.2%","0.09",".240",".333",".574",".131",".240","","","","","","","","",".253","-6.8","6","-7.1","-3.0","3.2","1.4","-4.6","-0.5","","7.6","47","-0.19","-2.32","2.13","-6.29","-0.50","1.04","","0","-0.41","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6","0.4","","23 - 23","-6.6","0.4","","","","","","","","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","21","128","71","78","83","79","","","","","","","","","","","","","","","","","","0","","","","","","-0.5","26","104","2","10","10","2","1.9%","21.2%",".131",".240",".202",".240",".333",".253","","47","0.4","-6.6","-1.6","-0.5","941"
"Mandy Romero","SDP","21","50","2","7","4","1","4.0%","36.0%",".125",".286",".208",".240",".333",".253","","51","0.2","-2.9","-1.3","-0.3","29","21","48","50","10","8","0","0","2","7","4","2","0","18","0","0","0","1","1","0",".208","","","","","","","","","","","4.0%","36.0%","0.11",".240",".333",".573",".125",".286","","","","","","","","",".253","-3.3","3","-3.1","-2.0","1.5","0.7","-2.6","-0.3","","5.6","51","-0.16","-0.60","0.44","-4.19","-0.42","0.66","1.23","6","-0.37","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.3","0.2","","29 - 29","-2.9","0.1","","","","","","","","44.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","44","219","70","79","81","94","","","","","","","","","","","","","","","","","","0","","","","","","-0.3","21","50","2","7","4","1","4.0%","36.0%",".125",".286",".208",".240",".333",".253","","51","0.2","-2.9","-1.3","-0.3","1804"
"Jacob Brumfield","TOR","58","191","2","22","20","4","7.3%","16.2%",".075",".239",".207",".268",".282",".252","","44","-0.9","-14.6","4.9","-0.3","32","58","174","191","36","28","5","1","2","22","20","14","0","31","1","1","1","4","4","4",".207","","","","","","","","","","","7.3%","16.2%","0.45",".268",".282",".550",".075",".239","","","","","","","","",".252","-12.8","11","-13.7","6.0","5.9","-1.1","-3.0","-0.3","","5.0","44","-0.98","-3.94","2.96","-9.32","-0.91","1.07","2.31","7","-1.08","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","-0.9","","32 - 32","-14.6","0.8","","","","","","","","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","81","98","79","66","47","79","","","","","","","","","","","","","","","","","","0","","","","","","-0.3","58","191","2","22","20","4","7.3%","16.2%",".075",".239",".207",".268",".282",".252","","44","-0.9","-14.6","4.9","-0.3","1001583"
"Amaury Telemaco","CHC","10","10","0","0","0","0","10.0%","60.0%",".000",".667",".222",".300",".222",".251","","41","0.0","-0.7","1.1","0.1","23","10","9","10","2","2","0","0","0","0","0","1","0","6","0","0","0","0","0","0",".222","","","","","","","","","","","10.0%","60.0%","0.17",".300",".222",".522",".000",".667","","","","","","","","",".251","-0.7","1","-0.7","0.0","0.3","1.1","0.7","0.1","","0.1","41","-0.02","-0.13","0.11","-0.36","-0.03","0.76","","0","-0.06","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.0","","23 - 23","-0.7","0.0","","","","","","","","70.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","109","365","88","52","0","219","","","","","","","","","","","","","","","","","","0","","","","","","0.1","10","10","0","0","0","0","10.0%","60.0%",".000",".667",".222",".300",".222",".251","","41","0.0","-0.7","1.1","0.1","1802"
"Mariano Duncan","- - -","89","355","1","36","25","6","3.4%","22.0%",".050",".304",".236",".268",".286",".251","","45","-0.1","-25.0","-1.6","-1.4","34","89","339","355","80","65","14","0","1","36","25","12","0","78","3","0","1","6","6","3",".236","","","","","","","","","","","3.4%","22.0%","0.15",".268",".286",".554",".050",".304","","","","","","","","",".251","-23.9","20","-25.0","-2.0","11.0","0.4","-14.1","-1.4","","4.0","45","-2.69","-7.03","4.34","-22.86","-2.28","0.99","","0","-2.41","-0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6","-0.1","","34 - 34","-25.0","1.5","","","","","","","","25.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","37","133","79","67","32","100","","","","","","","","","","","","","","","","","","0","","","","","","-1.4","89","355","1","36","25","6","3.4%","22.0%",".050",".304",".236",".268",".286",".251","","45","-0.1","-25.0","-1.6","-1.4","1003554"
"Tom Pagnozzi","STL","25","51","1","4","8","0","2.0%","13.7%",".120",".238",".220",".235",".340",".251","","44","0.0","-3.6","1.5","0.0","34","25","50","51","11","7","3","0","1","4","8","1","0","7","0","0","0","2","0","0",".220","","","","","","","","","","","2.0%","13.7%","0.14",".235",".340",".575",".120",".238","","","","","","","","",".251","-3.4","3","-3.6","1.0","1.6","0.5","-0.4","0.0","","1.2","44","-0.45","-1.15","0.71","-3.86","-0.41","0.97","1.32","10","-0.37","-0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","0.0","","34 - 34","-3.6","0.1","","","","","","","","17.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","21","83","69","80","78","78","","","","","","","","","","","","","","","","","","0","","","","","","0.0","25","51","1","4","8","0","2.0%","13.7%",".120",".238",".220",".235",".340",".251","","44","0.0","-3.6","1.5","0.0","1009960"
"Freddy Garcia","PIT","20","42","3","4","5","0","4.8%","40.5%",".250",".150",".150",".190",".400",".251","","41","0.0","-3.1","-2.0","-0.4","24","20","40","42","6","2","1","0","3","4","5","2","0","17","0","0","0","0","0","0",".150","","","","","","","","","","","4.8%","40.5%","0.12",".190",".400",".590",".250",".150","","","","","","","","",".251","-2.9","2","-3.1","-2.0","1.3","0.0","-3.8","-0.4","","0.8","41","-0.09","-0.77","0.68","-0.78","-0.09","0.91","0.63","8","0.01","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.0","0.0","","24 - 24","-3.1","0.0","","","","","","","","52.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","52","246","56","94","162","49","","","","","","","","","","","","","","","","","","0","","","","","","-0.4","20","42","3","4","5","0","4.8%","40.5%",".250",".150",".150",".190",".400",".251","","41","0.0","-3.1","-2.0","-0.4","1004500"
"Sal Fasano","KCR","13","39","1","4","1","0","2.6%","30.8%",".132",".280",".211",".231",".342",".250","","42","0.0","-2.9","0.5","-0.1","25","13","38","39","8","5","2","0","1","4","1","1","0","12","0","0","0","1","0","0",".211","","","","","","","","","","","2.6%","30.8%","0.08",".231",".342",".573",".132",".280","","","","","","","","",".250","-2.7","2","-2.9","0.0","1.2","0.5","-1.0","-0.1","","1.9","42","-0.12","-0.51","0.39","-2.74","-0.27","0.68","1.27","1","-0.28","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.0","","25 - 25","-2.9","0.2","","","","","","","","35.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","28","186","68","80","83","93","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","13","39","1","4","1","0","2.6%","30.8%",".132",".280",".211",".231",".342",".250","","42","0.0","-2.9","0.5","-0.1","1205"
"Carlos Garcia","TOR","103","381","3","29","23","11","3.9%","15.7%",".089",".254",".220",".253",".309",".250","","42","0.9","-27.1","-8.8","-2.2","29","103","350","381","77","54","18","2","3","29","23","15","0","60","2","4","10","7","11","3",".220","","","","","","","","","","","3.9%","15.7%","0.25",".253",".309",".562",".089",".254","","","","","","","","",".250","-26.2","21","-28.0","-10.0","11.8","1.2","-22.4","-2.2","","5.3","42","-1.62","-7.19","5.57","-30.48","-3.11","1.03","0.05","2","-2.45","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.8","0.9","","29 - 29","-27.1","1.6","","","","","","","","20.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","44","95","74","72","56","84","","","","","","","","","","","","","","","","","","0","","","","","","-2.2","103","381","3","29","23","11","3.9%","15.7%",".089",".254",".220",".253",".309",".250","","42","0.9","-27.1","-8.8","-2.2","1004496"
"David Bell","STL","66","155","1","9","12","1","6.5%","18.1%",".099",".254",".211",".261",".310",".250","","43","0.2","-10.9","-5.2","-1.1","24","66","142","155","30","20","7","2","1","9","12","10","2","28","0","1","2","2","1","0",".211","","","","","","","","","","","6.5%","18.1%","0.36",".261",".310",".571",".099",".254","","","","","","","","",".250","-10.7","8","-11.1","-6.0","4.8","0.8","-11.2","-1.1","","4.5","43","-0.46","-2.75","2.30","-6.55","-0.59","1.03","2.48","5","-0.59","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.2","0.2","","24 - 24","-10.9","0.2","","","","","","","","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","71","110","76","73","64","84","","","","","","","","","","","","","","","","","","0","","","","","","-1.1","66","155","1","9","12","1","6.5%","18.1%",".099",".254",".211",".261",".310",".250","","43","0.2","-10.9","-5.2","-1.1","1108"
"Brook Fordyce","CIN","47","105","1","7","8","2","7.6%","14.3%",".083",".235",".208",".267",".292",".249","","42","0.4","-7.3","-2.7","-0.7","27","47","96","105","20","14","5","0","1","7","8","8","1","15","0","1","0","0","2","0",".208","","","","","","","","","","","7.6%","14.3%","0.53",".267",".292",".558",".083",".235","","","","","","","","",".249","-7.3","6","-7.7","-4.0","3.2","1.3","-6.6","-0.7","","3.8","42","-0.77","-1.83","1.06","-8.22","-0.80","0.95","1.13","13","-0.65","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.7","0.4","","27 - 27","-7.3","0.1","","","","","","","","22.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","83","87","78","69","54","77","","","","","","","","","","","","","","","","","","0","","","","","","-0.7","47","105","1","7","8","2","7.6%","14.3%",".083",".235",".208",".267",".292",".249","","42","0.4","-7.3","-2.7","-0.7","138"
"Lee Tinsley","SEA","49","133","0","12","6","2","8.3%","25.6%",".082",".273",".197",".263",".279",".248","","41","0.4","-9.6","7.1","0.2","28","49","122","133","24","16","6","2","0","12","6","11","0","34","0","0","0","4","2","0",".197","","","","","","","","","","","8.3%","25.6%","0.32",".263",".279",".542",".082",".273","","","","","","","","",".248","-9.3","7","-10.0","9.0","4.1","-1.9","2.2","0.2","","6.7","41","-1.46","-2.89","1.43","-16.08","-1.46","0.99","0.54","5","-1.32","-0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","0.4","","28 - 28","-9.6","0.6","","","","","","","","33.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","91","155","77","65","52","90","","","","","","","","","","","","","","","","","","0","","","","","","0.2","49","133","0","12","6","2","8.3%","25.6%",".082",".273",".197",".263",".279",".248","","41","0.4","-9.6","7.1","0.2","1013077"
