"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Eric Plunk","OAK","7","2","5","49","0","78.0","9.12","4.50","0.69",".272","80.1%","","","","3.00","","3.28","","0.8","24","7","2","3.00","49","0","0","0","5","","78.0","331","62","27","26","6","39","4","1","4","7","79","","","","","","","","","","","","9.12","4.50","2.03","7.15","0.69",".213","1.29",".272","80.1%","3.28","","","","","","","","","","","7.1","78.0","7.1","0.8","","","","0.48","-5.90","6.38","6.63","0.63","1.10","1.15","1.37","2.00","27","0.50","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","6","80","87","","23.9%","11.8%","","","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.2","0.4","0.6","24 - 24","12.1%","","","","","","","3.06","37.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","140","118","80","82","84","96","97","112","167","141","","","","","","","","","","","","","","","","","","0","","","","1010400"
"Rick Reed","PIT","1","0","0","2","2","12.0","4.50","1.50","0.75",".237","75.5%","","","","3.00","","3.35","","0.2","22","1","0","3.00","2","2","0","0","0","","12.0","47","10","4","4","1","2","0","0","0","0","6","","","","","","","","","","","","4.50","1.50","3.00","7.50","0.75",".222","1.00",".237","75.5%","3.35","","","","","","","","","1.5","12.0","","","1.5","0.2","","","","0.38","-0.72","1.10","1.33","0.17","1.17","1.20","0.90","2.06","2","0.11","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","88","94","","12.8%","4.3%","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.1","0.0","0.1","22 - 22","8.5%","","","","","","","3.49","19.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","50","158","89","114","92","79","87","104","85","54","","","","","","","","","","","","","","","","","","0","","","","750"
"Jim Deshaies","HOU","11","14","0","31","31","207.0","5.52","3.13","0.87",".230","76.7%","","","","3.00","","3.87","","1.0","28","11","14","3.00","31","31","3","2","0","","207.0","847","164","77","69","20","72","5","2","1","6","127","","","","","","","","","","","","5.52","3.13","1.76","7.13","0.87",".212","1.14",".230","76.7%","3.87","","","","","","","","","9.3","207.0","","","9.3","1.0","","","","0.00","-14.99","14.99","7.21","0.75","1.00","0.95","0.87","1.05","28","-0.38","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","90","117","","15.0%","8.5%","","","-0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","2.2","0.2","2.5","28 - 28","6.5%","","","","","","","3.74","25.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","105","93","85","132","87","90","84","106","100","107","","","","","","","","","","","","","","","","","","0","","","","1003228"
"Bryn Smith","MON","12","10","0","32","32","198.0","5.55","1.45","0.68",".268","71.0%","","","","3.00","","3.16","","3.2","32","12","10","3.00","32","32","1","0","0","","198.0","791","179","79","66","15","32","2","10","2","5","122","","","","","","","","","","","","5.55","1.45","3.81","8.14","0.68",".239","1.07",".268","71.0%","3.16","","","","","","","","","28.1","198.0","","","28.1","3.2","","","","0.05","-12.59","12.64","6.24","0.70","0.91","0.84","0.87","0.87","31","1.46","-1.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","86","90","","15.4%","4.0%","","","-0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","0.2","-0.3","-0.1","32 - 32","11.4%","","","","","","","3.15","21.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","49","200","97","104","99","84","98","98","102","51","","","","","","","","","","","","","","","","","","0","","","","1012104"
"David West","NYM","1","0","0","2","1","6.0","4.50","4.50","0.00",".316","77.8%","","","","3.00","","3.27","","0.1","23","1","0","3.00","2","1","0","0","0","","6.0","25","6","2","2","0","3","0","0","0","2","3","","","","","","","","","","","","4.50","4.50","1.00","9.00","0.00",".273","1.50",".316","77.8%","3.27","","","","","","","","","0.9","5.0","-0.1","1.0","0.8","0.1","","","","0.09","-0.22","0.31","0.60","0.07","0.59","0.41","0.41","0.04","2","-0.06","0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","91","95","","12.0%","12.0%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.1","0.1","0.1","23 - 23","0.0%","","","","","","","4.51","24.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","151","53","107","0","112","119","115","108","80","152","","","","","","","","","","","","","","","","","","0","","","","1013799"
"Tony Castillo","TOR","1","0","0","14","0","15.0","8.40","1.20","1.20",".222","76.1%","","","","3.00","","3.04","","0.2","25","1","0","3.00","14","0","0","0","0","","15.0","54","10","5","5","2","2","0","0","0","0","14","","","","","","","","","","","","8.40","1.20","7.00","6.00","1.20",".192","0.80",".222","76.1%","3.04","","","","","","","","","","","1.6","15.0","1.6","0.2","","","","0.38","-0.12","0.50","2.88","0.32","0.39","0.79","0.85","1.14","8","0.44","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","75","78","","25.9%","3.7%","","","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","-0.1","0.1","25 - 25","22.2%","","","","","","","1.85","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153","37","408","67","142","75","59","79","107","181","44","","","","","","","","","","","","","","","","","","0","","","","1002069"
"Todd Worrell","STL","5","9","32","68","0","90.0","7.80","3.40","0.70",".252","76.4%","","","","3.00","","3.21","","0.8","28","5","9","3.00","68","0","0","0","32","","90.0","366","69","32","30","7","34","14","1","6","2","78","","","","","","","","","","","","7.80","3.40","2.29","6.90","0.70",".208","1.14",".252","76.4%","3.21","","","","","","","","","","","7.4","90.0","7.4","0.8","","","","-0.09","-11.69","11.59","4.56","0.44","1.93","1.93","2.14","3.00","14","0.63","-0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","19","86","92","","21.3%","9.3%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","0.6","0.2","0.8","28 - 28","12.0%","","","","","","","3.07","32.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137","114","120","82","106","86","91","92","106","142","117","","","","","","","","","","","","","","","","","","0","","","","1014259"
"Sid Fernandez","NYM","12","10","0","31","31","187.0","9.10","3.37","0.72",".238","73.6%","","","","3.03","","3.01","","3.3","25","12","10","3.03","31","31","1","1","0","","187.0","751","127","69","63","15","70","1","6","4","9","189","","","","","","","","","","","","9.10","3.37","2.70","6.11","0.72",".188","1.05",".238","73.6%","3.01","","","","","","","","","28.4","187.0","","","28.4","3.3","","","","0.05","-13.14","13.20","7.16","0.98","1.03","0.92","0.88","1.03","30","0.58","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","92","87","","25.2%","9.3%","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","1.4","-1.6","-0.2","25 - 25","15.8%","","","","","","","2.61","36.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","113","142","73","110","78","83","87","102","167","118","","","","","","","","","","","","","","","","","","0","","","","1004001"
"Al Nipper","CHC","2","4","1","22","12","80.0","3.04","3.83","1.01",".235","74.7%","","","","3.04","","4.94","","-0.3","29","2","4","3.04","22","12","0","0","1","","80.0","341","72","37","27","9","34","2","3","1","1","27","","","","","","","","","","","","3.04","3.83","0.79","8.10","1.01",".237","1.33",".235","74.7%","4.94","","","","","","","","","-3.3","69.1","0.4","10.2","-2.9","-0.3","","","","0.22","-6.03","6.24","3.04","0.36","0.99","0.95","0.96","1.22","19","0.01","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","83","137","","7.9%","10.0%","","","-1.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.3","1.1","29 - 29","-2.1%","","","","","","","4.76","20.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","128","42","97","154","98","105","86","103","53","126","","","","","","","","","","","","","","","","","","0","","","","1009602"
"Dave Stieb","TOR","16","8","0","32","31","207.1","6.38","3.43","0.65",".241","75.9%","","","","3.04","","3.62","","3.1","30","16","8","3.04","32","31","8","4","0","","207.1","844","157","76","70","15","79","0","13","4","5","147","","","","","","","","","","","","6.38","3.43","1.86","6.82","0.65",".209","1.14",".241","75.9%","3.62","","","","","","","","","29.3","202.1","-0.1","5.0","29.1","3.1","","","","2.27","-12.17","14.43","26.72","2.83","0.90","0.83","0.86","1.50","23","2.62","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","76","93","","17.4%","9.4%","","","-0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","2.0","0.0","2.0","30 - 30","8.1%","","","","","","","3.55","28.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","107","109","77","77","82","85","85","106","122","112","","","","","","","","","","","","","","","","","","0","","","","1012532"
"Jeff Robinson","PIT","11","5","9","75","0","124.1","6.30","2.82","0.43",".283","75.7%","","","","3.04","","3.01","","1.4","27","11","5","3.04","75","0","0","0","9","","124.1","513","113","44","42","6","39","5","3","11","0","87","","","","","","","","","","","","6.30","2.82","2.23","8.18","0.43",".240","1.22",".283","75.7%","3.01","","","","","","","","","","","12.2","124.1","12.2","1.4","","","","2.58","-9.38","11.96","11.39","1.27","1.33","1.32","1.44","1.55","40","1.50","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","14","89","84","","17.0%","7.6%","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","-0.1","0.2","0.1","27 - 27","9.4%","","","","","","","3.39","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","95","117","98","66","99","97","103","105","113","96","","","","","","","","","","","","","","","","","","0","","","","1011072"
"John Dopson","MON","3","11","0","26","26","168.2","5.39","3.09","0.80",".255","74.5%","","","","3.04","","3.78","","1.4","24","3","11","3.04","26","26","1","0","0","","168.2","704","150","69","57","15","58","3","1","3","1","101","","","","","","","","","","","","5.39","3.09","1.74","8.00","0.80",".233","1.23",".255","74.5%","3.78","","","","","","","","","12.9","168.2","","","12.9","1.4","","","","-0.68","-13.06","12.39","4.47","0.50","1.03","0.94","0.87","1.23","25","0.00","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","87","108","","14.3%","8.2%","","","-0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","0.7","0.3","1.0","24 - 24","6.1%","","","","","","","3.78","24.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","104","91","96","122","96","98","93","103","95","104","","","","","","","","","","","","","","","","","","0","","","","1003404"
"Willie Hernandez","DET","6","5","10","63","0","67.2","7.85","4.12","1.06",".230","82.7%","","","","3.06","","4.11","","0.1","33","6","5","3.06","63","0","0","0","10","","67.2","285","50","24","23","8","31","6","4","3","3","59","","","","","","","","","","","","7.85","4.12","1.90","6.65","1.06",".200","1.20",".230","82.7%","4.11","","","","","","","","","","","0.6","67.2","0.6","0.1","","","","0.03","-6.61","6.63","10.10","1.22","1.47","1.56","1.74","2.26","25","0.30","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","12","79","104","","20.7%","10.9%","","","-1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","0.8","0.6","1.3","33 - 33","9.8%","","","","","","","3.34","34.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143","129","111","75","126","79","89","82","116","145","130","","","","","","","","","","","","","","","","","","0","","","","1005714"
"Gene Nelson","OAK","9","6","3","54","1","111.2","5.40","3.06","0.73",".248","75.8%","","","","3.06","","3.72","","0.5","27","9","6","3.06","54","1","0","0","3","","111.2","456","93","42","38","9","38","4","3","4","6","67","","","","","","","","","","","","5.40","3.06","1.76","7.50","0.73",".224","1.17",".248","75.8%","3.72","","","","","","","","","-2.2","3.2","6.1","108.0","3.9","0.5","","","","2.03","-6.36","8.39","13.22","1.39","0.97","1.02","1.19","1.32","34","1.04","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","7","82","98","","14.7%","8.3%","","","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","0.9","0.1","1.0","27 - 27","6.4%","","","","","","","3.75","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","96","103","84","86","88","87","88","106","103","100","","","","","","","","","","","","","","","","","","0","","","","1009501"
