"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Shawn Hillegas","- - -","6","6","0","17","16","96.2","5.21","3.26","0.84",".249","73.4%","","","","3.72","","4.03","","0.6","23","6","6","3.72","17","16","0","0","0","","96.2","405","84","42","40","9","35","1","4","3","0","56","","","","","","","","","","","","5.21","3.26","1.60","7.82","0.84",".230","1.23",".249","73.4%","4.03","","","","","","","","","5.5","92.2","0.0","4.0","5.5","0.6","","","","0.17","-6.45","6.61","0.66","0.07","0.94","0.89","0.83","1.34","17","0.34","-0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","106","113","","13.8%","8.6%","","","-0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","0.6","0.0","0.6","23 - 23","5.2%","","","","","","","3.89","24.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","105","81","91","115","93","95","90","102","94","106","","","","","","","","","","","","","","","","","","0","","","","1005818"
"Atlee Hammaker","SFG","9","9","5","43","17","144.2","4.04","2.55","0.68",".257","68.0%","","","","3.73","","3.77","","0.8","30","9","9","3.73","43","17","3","1","5","","144.2","607","136","68","60","11","41","9","3","1","2","65","","","","","","","","","","","","4.04","2.55","1.59","8.46","0.68",".242","1.22",".257","68.0%","3.77","","","","","","","","","7.4","98.2","-0.1","46.0","7.4","0.8","","","","0.18","-11.59","11.77","-4.77","-0.48","1.12","1.15","1.54","1.30","29","-0.51","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","112","108","","10.7%","6.8%","","","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.7","-1.4","-0.6","30 - 30","4.0%","","","","","","","4.04","19.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","86","83","101","104","100","97","94","94","71","85","","","","","","","","","","","","","","","","","","0","","","","1005281"
"Bob Kipper","PIT","2","6","0","50","0","65.0","5.40","3.60","0.97",".244","67.9%","","","","3.74","","4.26","","-0.4","23","2","6","3.74","50","0","0","0","0","","65.0","267","54","33","27","7","26","4","2","1","1","39","","","","","","","","","","","","5.40","3.60","1.50","7.48","0.97",".226","1.23",".244","67.9%","4.26","","","","","","","","","","","-3.9","65.0","-3.9","-0.4","","","","-0.61","-3.69","3.09","-5.34","-0.55","0.69","0.91","1.06","1.39","35","0.14","-1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","13","109","120","","14.6%","9.7%","","","-0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","0.6","-0.7","-0.1","23 - 23","4.9%","","","","","","","3.93","27.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","121","79","89","147","93","97","89","94","97","123","","","","","","","","","","","","","","","","","","0","","","","1006956"
"Steve Bedrosian","PHI","6","6","28","57","0","74.1","7.39","3.27","0.73",".303","72.6%","","","","3.75","","3.27","","0.6","30","6","6","3.75","57","0","0","0","28","","74.1","322","75","34","31","6","27","5","0","0","0","61","","","","","","","","","","","","7.39","3.27","2.26","9.08","0.73",".254","1.37",".303","72.6%","3.27","","","","","","","","","","","5.4","74.1","5.4","0.6","","","","0.19","-10.87","11.07","-2.25","-0.20","2.06","1.88","1.83","2.71","7","-0.61","0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","13","106","92","","18.9%","8.4%","","","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.4","-0.2","-0.6","30 - 30","10.6%","","","","","","","3.25","29.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","110","119","108","110","105","109","111","101","126","106","","","","","","","","","","","","","","","","","","0","","","","1000766"
"Mike Maddux","PHI","4","3","0","25","11","88.2","5.99","3.45","0.61",".308","73.2%","","","","3.76","","3.64","","0.7","26","4","3","3.76","25","11","0","0","0","","88.2","380","91","41","37","6","34","4","5","4","2","59","","","","","","","","","","","","5.99","3.45","1.74","9.24","0.61",".267","1.41",".308","73.2%","3.64","","","","","","","","","2.2","59.0","3.9","29.2","6.1","0.7","","","","-0.34","-6.51","6.16","-2.28","-0.26","0.93","0.87","0.96","0.99","21","-0.73","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","106","103","","15.5%","8.9%","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","-0.7","0.7","0.0","26 - 26","6.6%","","","","","","","3.72","26.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","116","91","110","92","110","112","113","101","103","113","","","","","","","","","","","","","","","","","","0","","","","1007951"
"Ed Whitson","SDP","13","11","0","34","33","205.1","5.17","1.97","0.75",".278","69.1%","","","","3.77","","3.37","","3.0","33","13","11","3.77","34","33","3","1","0","","205.1","846","202","93","86","17","45","1","1","2","2","118","","","","","","","","","","","","5.17","1.97","2.62","8.85","0.75",".253","1.20",".278","69.1%","3.37","","","","","","","","","25.6","201.2","0.9","3.2","26.5","3.0","","","","-0.48","-15.43","14.95","-3.14","-0.35","1.05","0.99","0.93","1.69","31","0.04","-0.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","111","94","","13.9%","5.3%","","","0.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","-0.4","-0.8","-1.2","33 - 33","8.6%","","","","","","","3.48","21.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","66","138","106","113","104","95","102","96","93","67","","","","","","","","","","","","","","","","","","0","","","","1013911"
"Mike Moore","SEA","9","15","1","37","32","228.2","7.16","2.48","0.94",".266","69.2%","","","","3.78","","3.41","","4.6","28","9","15","3.78","37","32","9","3","1","","228.2","918","196","104","96","24","63","6","3","4","3","182","","","","","","","","","","","","7.16","2.48","2.89","7.71","0.94",".230","1.13",".266","69.2%","3.41","","","","","","","","","42.4","223.1","-0.2","5.1","42.3","4.6","","","","-0.23","-15.70","15.47","14.06","1.31","0.92","0.89","0.89","1.38","25","1.88","-2.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","92","83","","19.8%","6.9%","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","0.8","-1.7","-0.9","28 - 28","13.0%","","","","","","","2.96","29.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","77","169","87","111","90","84","95","97","139","82","","","","","","","","","","","","","","","","","","0","","","","1009122"
"Les Lancaster","CHC","4","6","5","44","3","85.2","3.78","3.57","0.42",".287","69.3%","","","","3.78","","3.76","","0.3","26","4","6","3.78","44","3","1","0","5","","85.2","371","89","42","36","4","34","7","1","3","3","36","","","","","","","","","","","","3.78","3.57","1.06","9.35","0.42",".265","1.44",".287","69.3%","3.76","","","","","","","","","4.8","22.0","-2.9","63.2","1.9","0.3","","","","-0.61","-7.03","6.42","-6.05","-0.66","1.11","1.14","1.36","1.35","28","-0.30","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","103","104","","9.7%","9.2%","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.2","0.0","-0.3","26 - 26","0.5%","","","","","","","4.45","19.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","120","56","112","64","109","114","105","96","64","116","","","","","","","","","","","","","","","","","","0","","","","1007287"
"Ramon Martinez","LAD","1","3","0","9","6","35.2","5.80","5.55","0.00",".255","65.3%","","","","3.79","","3.33","","0.4","20","1","3","3.79","9","6","0","0","0","","35.2","151","27","17","15","0","22","1","0","1","0","23","","","","","","","","","","","","5.80","5.55","1.05","6.81","0.00",".209","1.37",".255","65.3%","3.33","","","","","","","","","3.6","29.2","0.0","6.0","3.5","0.4","","","","0.38","-2.92","3.30","1.63","0.19","1.27","1.03","0.84","1.74","9","0.44","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","115","98","","15.2%","14.6%","","","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","-0.5","-0.3","20 - 20","0.7%","","","","","","","4.43","29.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","186","55","81","0","86","109","93","90","101","184","","","","","","","","","","","","","","","","","","0","","","","1008193"
"Melido Perez","CHW","12","10","0","32","32","197.0","6.30","3.29","1.19",".268","69.3%","","","","3.79","","4.21","","1.5","22","12","10","3.79","32","32","3","1","0","","197.0","836","186","105","83","26","72","0","2","13","3","138","","","","","","","","","","","","6.30","3.29","1.92","8.50","1.19",".244","1.31",".268","69.3%","4.21","","","","","","","","","14.6","197.0","","","14.6","1.5","","","","-0.65","-16.44","15.79","-7.95","-0.87","1.06","1.02","0.88","1.29","29","-1.28","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","95","110","","16.5%","8.6%","","","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","0.7","-0.8","-0.1","22 - 22","7.9%","","","","","","","3.57","28.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","103","112","95","140","96","97","95","97","115","103","","","","","","","","","","","","","","","","","","0","","","","1010183"
"Jim Corsi","OAK","0","1","0","11","1","21.1","4.22","2.53","0.42",".264","65.0%","","","","3.80","","3.28","","0.2","26","0","1","3.80","11","1","0","0","0","","21.1","89","20","10","9","1","6","1","0","1","1","10","","","","","","","","","","","","4.22","2.53","1.67","8.44","0.42",".241","1.22",".264","65.0%","3.28","","","","","","","","","0.7","5.0","1.0","16.1","1.7","0.2","","","","-0.33","-1.18","0.84","-1.25","-0.13","0.72","0.64","0.59","1.66","4","-0.22","-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","101","87","","11.2%","6.7%","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","-0.2","-0.1","26 - 26","4.5%","","","","","","","3.98","19.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","79","97","95","50","95","91","94","91","79","81","","","","","","","","","","","","","","","","","","0","","","","1002644"
"Bret Saberhagen","KCR","14","16","0","35","35","260.2","5.90","2.04","0.62",".302","68.7%","","","","3.80","","3.08","","5.5","24","14","16","3.80","35","35","9","0","0","","260.2","1089","271","122","110","18","59","5","4","9","0","171","","","","","","","","","","","","5.90","2.04","2.90","9.36","0.62",".264","1.27",".302","68.7%","3.08","","","","","","","","","49.4","260.2","","","49.4","5.5","","","","-0.09","-19.00","18.90","6.22","0.66","0.97","0.92","0.88","1.19","26","1.28","-1.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","96","82","","15.7%","5.4%","","","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","-1.4","-0.6","-1.9","24 - 24","10.3%","","","","","","","3.28","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","64","169","105","73","104","94","107","96","110","65","","","","","","","","","","","","","","","","","","0","","","","1011355"
"Jeff Russell","TEX","10","9","0","34","24","188.2","4.20","3.15","0.72",".272","72.3%","","","","3.82","","4.03","","2.0","26","10","9","3.82","34","24","5","0","0","","188.2","793","183","86","80","15","66","3","7","5","7","88","","","","","","","","","","","","4.20","3.15","1.33","8.73","0.72",".254","1.32",".272","72.3%","4.03","","","","","","","","","20.3","174.0","-1.7","14.2","18.6","2.0","","","","0.30","-13.41","13.71","3.55","0.40","0.96","0.91","0.85","1.22","28","1.33","-1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","95","102","","11.1%","8.3%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","0.5","0.3","0.7","26 - 26","2.8%","","","","","","","4.18","21.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","98","78","98","84","100","98","97","102","78","100","","","","","","","","","","","","","","","","","","0","","","","1011314"
"Neil Allen","NYY","5","3","0","41","2","117.1","4.68","2.84","1.07",".274","77.6%","","","","3.84","","4.28","","-0.1","30","5","3","3.84","41","2","0","0","0","","117.1","504","121","51","50","14","37","7","2","2","0","61","","","","","","","","","","","","4.68","2.84","1.65","9.28","1.07",".260","1.35",".274","77.6%","4.28","","","","","","","","","1.1","10.1","-2.3","107.0","-1.2","-0.1","","","","0.16","-6.80","6.95","2.82","0.33","0.77","0.86","1.18","1.16","31","0.14","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","10","97","109","","12.1%","7.3%","","","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.2","1.0","1.2","30 - 30","4.8%","","","","","","","3.94","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","89","96","104","127","102","100","97","109","85","88","","","","","","","","","","","","","","","","","","0","","","","1000154"
"Danny Darwin","HOU","8","13","3","44","20","192.0","6.05","2.25","0.94",".282","73.1%","","","","3.84","","3.64","","1.0","32","8","13","3.84","44","20","3","0","3","","192.0","804","189","86","82","20","48","9","7","1","2","129","","","","","","","","","","","","6.05","2.25","2.69","8.86","0.94",".252","1.23",".282","73.1%","3.64","","","","","","","","","5.5","133.1","3.5","58.2","9.0","1.0","","","","-0.32","-13.96","13.64","-3.58","-0.50","1.00","0.98","1.14","1.12","32","-0.87","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","5","115","109","","16.0%","6.0%","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","-0.4","0.6","0.2","32 - 32","10.1%","","","","","","","3.31","24.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","75","141","106","142","104","98","103","101","107","75","","","","","","","","","","","","","","","","","","0","","","","1002996"
"Jeff Gray","CIN","0","0","0","5","0","9.1","4.82","3.86","0.00",".333","75.0%","","","","3.86","","2.98","","0.1","25","0","0","3.86","5","0","0","0","0","","9.1","45","12","4","4","0","4","2","0","0","0","5","","","","","","","","","","","","4.82","3.86","1.25","11.57","0.00",".293","1.71",".333","75.0%","2.98","","","","","","","","","","","0.6","9.1","0.6","0.1","","","","-0.12","-0.39","0.27","-1.05","-0.11","0.50","0.39","0.49","0.73","4","-0.17","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","109","82","","11.1%","8.9%","","","0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.2","0.1","-0.1","25 - 25","2.2%","","","","","","","4.25","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","129","66","138","0","121","136","122","104","74","112","","","","","","","","","","","","","","","","","","0","","","","1004971"
"Juan Eichelberger","ATL","2","0","0","20","0","37.1","3.13","2.41","0.72",".295","70.3%","","","","3.86","","3.92","","0.0","34","2","0","3.86","20","0","0","0","0","","37.1","165","44","19","16","3","10","2","0","0","0","13","","","","","","","","","","","","3.13","2.41","1.30","10.61","0.72",".284","1.45",".295","70.3%","3.92","","","","","","","","","","","-0.4","37.1","-0.4","0.0","","","","0.00","-1.26","1.26","-4.89","-0.58","0.47","0.40","0.55","0.46","13","-0.30","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","106","108","","7.9%","6.1%","","","-0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","-0.2","0.0","-0.1","34 - 34","1.8%","","","","","","","4.30","15.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","81","68","127","110","117","115","108","97","52","77","","","","","","","","","","","","","","","","","","0","","","","1003711"
"Randy St. Claire","- - -","1","0","0","16","0","21.0","6.00","4.29","2.14",".275","77.8%","","","","3.86","","5.96","","-0.5","27","1","0","3.86","16","0","0","0","0","","21.0","98","24","13","9","5","10","3","0","0","1","14","","","","","","","","","","","","6.00","4.29","1.40","10.29","2.14",".273","1.62",".275","77.8%","5.96","","","","","","","","","","","-4.3","20.3","-4.3","-0.5","","","","-0.57","-1.17","0.60","-6.01","-0.71","0.42","0.63","0.68","0.43","7","-0.72","-0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","110","168","","14.3%","10.2%","","","-2.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","0.0","0.1","0.1","27 - 27","4.1%","","","","","","","4.02","29.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","144","74","123","325","112","128","101","108","95","129","","","","","","","","","","","","","","","","","","0","","","","1012443"
"Rick Sutcliffe","CHC","13","14","0","32","32","226.0","5.73","2.79","0.72",".296","74.2%","","","","3.86","","3.49","","3.2","32","13","14","3.86","32","32","12","2","0","","226.0","958","232","97","97","18","70","9","2","11","4","144","","","","","","","","","","","","5.73","2.79","2.06","9.24","0.72",".262","1.34",".296","74.2%","3.49","","","","","","","","","27.9","226.0","","","27.9","3.2","","","","0.12","-16.81","16.93","4.22","0.46","1.04","0.94","0.88","0.95","20","-0.33","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","106","96","","15.0%","7.3%","","","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","-1.4","1.5","0.1","32 - 32","7.7%","","","","","","","3.59","24.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","93","108","110","109","108","106","108","103","100","92","","","","","","","","","","","","","","","","","","0","","","","1012734"
"Larry McWilliams","STL","6","9","1","42","17","136.0","4.63","2.98","0.66",".265","69.7%","","","","3.90","","3.78","","0.8","34","6","9","3.90","42","17","2","1","1","","136.0","581","130","64","59","10","45","7","4","9","3","70","","","","","","","","","","","","4.63","2.98","1.56","8.60","0.66",".244","1.29",".265","69.7%","3.78","","","","","","","","","5.5","97.0","1.6","39.0","7.0","0.8","","","","-1.67","-11.62","9.95","-6.98","-0.85","1.08","0.99","1.09","1.67","28","-0.88","-0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","111","109","","12.0%","7.7%","","","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.3","-0.4","-0.1","34 - 34","4.3%","","","","","","","4.00","21.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","100","82","103","100","101","102","97","96","80","98","","","","","","","","","","","","","","","","","","0","","","","1008700"
