"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Buck Martinez","TOR","102","273","5","24","37","0","10.6%","17.9%",".129",".246",".220",".301",".349",".295","","77","-1.2","-8.5","7.1","0.7","35","102","232","273","51","32","13","1","5","24","37","29","0","49","2","9","1","2","0","3",".220","","","","","","","","","","","10.6%","17.9%","0.59",".301",".349",".651",".129",".246","","","","","","","","",".295","-4.7","26","-7.3","3.0","7.9","4.1","7.2","0.7","","2.5","77","-0.50","-4.71","4.21","-4.67","-0.57","0.94","1.29","22","-0.50","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","-1.2","","35 - 35","-8.5","0.6","","","","","","","","30.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","129","135","92","88","96","86","","","","","","","","","","","","","","","","","","0","","","","","","0.7","102","273","5","24","37","0","10.6%","17.9%",".129",".246",".220",".301",".349",".295","","77","-1.2","-8.5","7.1","0.7","1008156"
"Nick Esasky","CIN","113","382","10","30","45","1","13.6%","27.0%",".155",".243",".193",".301",".348",".295","","80","-0.6","-9.3","-11.8","-0.9","24","113","322","382","62","37","10","5","10","30","45","52","3","103","0","5","3","6","1","2",".193","","","","","","","","","","","13.6%","27.0%","0.50",".301",".348",".649",".155",".243","","","","","","","","",".295","-6.7","36","-8.7","-11.0","11.1","-0.8","-8.7","-0.9","","3.7","80","-0.75","-6.78","6.04","-6.33","-0.70","1.09","1.67","15","-0.64","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.8","-0.6","","24 - 24","-9.3","1.4","","","","","","","","43.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","156","198","92","91","130","84","","","","","","","","","","","","","","","","","","0","","","","","","-0.9","113","382","10","30","45","1","13.6%","27.0%",".155",".243",".193",".301",".348",".295","","80","-0.6","-9.3","-11.8","-0.9","1003818"
"Brian Harper","PIT","46","121","2","4","11","0","4.1%","9.1%",".089",".270",".259",".300",".348",".295","","82","0.0","-2.5","1.9","0.3","24","46","112","121","29","23","4","0","2","4","11","5","0","11","2","1","1","4","0","0",".259","","","","","","","","","","","4.1%","9.1%","0.45",".300",".348",".648",".089",".270","","","","","","","","",".295","-2.1","11","-2.5","3.0","3.5","-1.1","3.3","0.3","","0.1","82","-0.30","-2.21","1.91","-2.27","-0.31","1.05","1.37","11","-0.14","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","0.0","","24 - 24","-2.5","0.4","","","","","","","","14.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","47","67","91","91","75","93","","","","","","","","","","","","","","","","","","0","","","","","","0.3","46","121","2","4","11","0","4.1%","9.1%",".089",".270",".259",".300",".348",".295","","82","0.0","-2.5","1.9","0.3","1005376"
"Rudy Law","CHW","136","534","6","68","37","29","7.3%","7.9%",".094",".264",".251",".309",".345",".294","","79","-0.9","-14.1","-3.2","-0.1","27","136","487","534","122","95","14","7","6","68","37","39","6","42","3","1","4","9","29","17",".251","","","","","","","","","","","7.3%","7.9%","0.93",".309",".345",".654",".094",".264","","","","","","","","",".294","-9.4","50","-13.2","-3.0","15.5","-0.2","-0.7","-0.1","","7.0","79","-0.02","-9.46","9.44","-11.58","-1.18","0.98","1.13","11","-1.32","1.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.2","-0.9","","27 - 27","-14.1","1.3","","","","","","","","16.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","88","59","95","87","70","92","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","136","534","6","68","37","29","7.3%","7.9%",".094",".264",".251",".309",".345",".294","","79","-0.9","-14.1","-3.2","-0.1","1007402"
"Marvell Wynne","PIT","154","702","0","77","39","24","6.0%","11.5%",".070",".303",".266",".310",".337",".294","","81","-2.7","-17.4","-7.0","-0.1","24","154","653","702","174","139","24","11","0","77","39","42","0","81","0","2","5","8","24","19",".266","","","","","","","","","","","6.0%","11.5%","0.52",".310",".337",".647",".070",".303","","","","","","","","",".294","-12.5","66","-14.7","-7.0","20.3","0.0","-1.6","-0.1","","6.3","81","-0.04","-13.40","13.36","-6.43","-0.63","1.09","","0","-0.99","0.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.0","-2.7","","24 - 24","-17.4","2.5","","","","","","","","17.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","69","85","94","88","59","104","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","154","702","0","77","39","24","6.0%","11.5%",".070",".303",".266",".310",".337",".294","","81","-2.7","-17.4","-7.0","-0.1","1014312"
"Mitch Webster","TOR","26","23","0","9","4","0","4.3%","30.4%",".182",".333",".227",".261",".409",".294","","77","0.0","-0.6","-1.0","-0.1","25","26","22","23","5","2","2","1","0","9","4","1","0","7","0","0","0","1","0","0",".227","","","","","","","","","","","4.3%","30.4%","0.14",".261",".409",".670",".182",".333","","","","","","","","",".294","-0.4","2","-0.6","0.0","0.7","-1.0","-0.9","-0.1","","5.1","77","-0.06","-0.71","0.66","0.48","0.06","1.68","2.34","6","-0.08","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0","0.0","","25 - 25","-0.6","0.1","","","","","","","","34.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","53","228","80","103","136","117","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","26","23","0","9","4","0","4.3%","30.4%",".182",".333",".227",".261",".409",".294","","77","0.0","-0.6","-1.0","-0.1","1013719"
"Darrell Brown","MIN","95","279","1","36","19","4","5.0%","5.7%",".069",".287",".273",".309",".342",".294","","75","0.4","-7.6","4.9","0.6","28","95","260","279","71","58","9","3","1","36","19","14","1","16","0","1","4","5","4","1",".273","","","","","","","","","","","5.0%","5.7%","0.88",".309",".342",".651",".069",".287","","","","","","","","",".294","-5.0","26","-8.0","7.0","8.1","-2.1","6.0","0.6","","5.7","75","-0.78","-4.99","4.22","-6.14","-0.59","1.03","1.28","29","-1.02","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","0.4","","28 - 28","-7.6","0.7","","","","","","","","11.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","61","43","95","86","52","101","","","","","","","","","","","","","","","","","","0","","","","","","0.6","95","279","1","36","19","4","5.0%","5.7%",".069",".287",".273",".309",".342",".294","","75","0.4","-7.6","4.9","0.6","1001508"
"Toby Harrah","NYY","88","299","1","40","26","3","14.0%","9.4%",".079",".239",".217",".331",".296",".294","","83","0.6","-5.5","-2.8","0.1","35","88","253","299","55","41","9","4","1","40","26","42","2","28","2","2","0","9","3","0",".217","","","","","","","","","","","14.0%","9.4%","1.50",".331",".296",".628",".079",".239","","","","","","","","",".294","-5.4","28","-6.1","-3.0","8.7","0.2","1.1","0.1","","6.1","83","-0.73","-5.71","4.98","-1.74","-0.20","1.12","2.97","13","-0.23","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.8","0.6","","35 - 35","-5.5","0.7","","","","","","","","23.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","170","70","101","75","59","84","","","","","","","","","","","","","","","","","","0","","","","","","0.1","88","299","1","40","26","3","14.0%","9.4%",".079",".239",".217",".331",".296",".294","","83","0.6","-5.5","-2.8","0.1","1005384"
"Tom Foley","CIN","106","304","5","26","27","3","7.9%","11.8%",".105",".273",".253",".310",".357",".294","","79","-0.2","-7.3","6.0","0.9","24","106","277","304","70","54","8","3","5","26","27","24","7","36","0","2","1","2","3","2",".253","","","","","","","","","","","7.9%","11.8%","0.67",".310",".357",".668",".105",".273","","","","","","","","",".294","-5.5","28","-7.1","2.0","8.8","4.0","8.6","0.9","","3.9","79","-0.62","-5.09","4.47","-3.33","-0.34","0.94","1.32","13","-0.28","-0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","-0.2","","24 - 24","-7.3","1.1","","","","","","","","21.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","91","87","95","93","88","94","","","","","","","","","","","","","","","","","","0","","","","","","0.9","106","304","5","26","27","3","7.9%","11.8%",".105",".273",".253",".310",".357",".294","","79","-0.2","-7.3","6.0","0.9","1004200"
"R.J. Reynolds","LAD","73","262","2","24","24","7","5.3%","14.5%",".092",".297",".258",".300",".350",".294","","87","-0.6","-4.5","-3.0","0.1","25","73","240","262","62","46","12","2","2","24","24","14","0","38","1","2","4","6","7","5",".258","","","","","","","","","","","5.3%","14.5%","0.37",".300",".350",".650",".092",".297","","","","","","","","",".294","-4.7","25","-3.9","-1.0","7.6","-2.0","1.0","0.1","","4.8","87","-0.05","-4.69","4.65","-6.47","-0.74","1.04","1.93","14","-0.58","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.0","-0.6","","25 - 25","-4.5","0.9","","","","","","","","20.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","61","106","91","91","77","102","","","","","","","","","","","","","","","","","","0","","","","","","0.1","73","262","2","24","24","7","5.3%","14.5%",".092",".297",".258",".300",".350",".294","","87","-0.6","-4.5","-3.0","0.1","1010872"
"Doug Frobel","PIT","126","306","12","33","28","7","7.8%","27.5%",".185",".243",".203",".271",".388",".294","","81","-0.6","-7.2","-0.6","0.2","25","126","276","306","56","32","9","3","12","33","28","24","2","84","2","1","3","7","7","5",".203","","","","","","","","","","","7.8%","27.5%","0.29",".271",".388",".658",".185",".243","","","","","","","","",".294","-5.6","29","-6.6","3.0","8.9","-3.6","2.2","0.2","","5.7","81","-0.47","-6.02","5.55","-4.21","-0.28","1.07","1.34","21","-0.31","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","-0.6","","25 - 25","-7.2","1.1","","","","","","","","39.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","90","201","82","101","155","84","","","","","","","","","","","","","","","","","","0","","","","","","0.2","126","306","12","33","28","7","7.8%","27.5%",".185",".243",".203",".271",".388",".294","","81","-0.6","-7.2","-0.6","0.2","1004371"
"Omar Moreno","NYY","117","382","4","37","38","20","4.7%","12.6%",".101",".287",".259",".294",".361",".293","","82","-0.3","-8.5","-7.1","-0.3","31","117","355","382","92","70","12","6","4","37","38","18","1","48","1","4","4","3","20","11",".259","","","","","","","","","","","4.7%","12.6%","0.38",".294",".361",".654",".101",".287","","","","","","","","",".293","-7.3","35","-8.2","-7.0","11.1","-0.1","-3.7","-0.3","","6.8","82","-1.71","-7.17","5.46","-14.04","-1.50","0.98","","0","-1.05","-0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.1","-0.3","","31 - 31","-8.5","0.9","","","","","","","","18.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","57","94","90","91","76","101","","","","","","","","","","","","","","","","","","0","","","","","","-0.3","117","382","4","37","38","20","4.7%","12.6%",".101",".287",".259",".294",".361",".293","","82","-0.3","-8.5","-7.1","-0.3","1009167"
"Bob Meacham","NYY","99","418","2","62","25","9","7.7%","16.7%",".075",".300",".253",".312",".328",".292","","81","-0.2","-9.4","-1.8","0.2","23","99","360","418","91","72","13","4","2","62","25","32","0","70","3","9","14","2","9","5",".253","","","","","","","","","","","7.7%","16.7%","0.46",".312",".328",".640",".075",".300","","","","","","","","",".292","-8.2","38","-9.2","-7.0","12.1","5.2","1.9","0.2","","6.5","81","-0.44","-6.90","6.46","-9.49","-0.93","1.02","","0","-0.26","-0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.8","-0.2","","23 - 23","-9.4","1.0","","","","","","","","24.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","93","126","96","82","56","105","","","","","","","","","","","","","","","","","","0","","","","","","0.2","99","418","2","62","25","9","7.7%","16.7%",".075",".300",".253",".312",".328",".292","","81","-0.2","-9.4","-1.8","0.2","1008701"
"Manny Trillo","SFG","98","437","4","45","36","0","5.7%","12.6%",".087",".283",".254",".300",".342",".292","","85","0.0","-7.5","-2.2","0.5","33","98","401","437","102","76","21","1","4","45","36","25","0","55","3","4","4","8","0","0",".254","","","","","","","","","","","5.7%","12.6%","0.45",".300",".342",".642",".087",".283","","","","","","","","",".292","-8.6","40","-7.5","-5.0","12.7","2.8","4.5","0.5","","2.1","85","-1.75","-8.73","6.97","-12.38","-1.34","1.08","1.99","1","-0.97","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.2","0.0","","33 - 33","-7.5","1.5","","","","","","","","19.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","66","92","91","89","73","98","","","","","","","","","","","","","","","","","","0","","","","","","0.5","98","437","4","45","36","0","5.7%","12.6%",".087",".283",".254",".300",".342",".292","","85","0.0","-7.5","-2.2","0.5","1013184"
"Marc Hill","CHW","77","209","5","15","20","0","4.3%","12.4%",".140",".247",".233",".275",".373",".292","","77","-0.4","-6.1","3.3","0.4","32","77","193","209","45","29","10","1","5","15","20","9","0","26","2","0","5","12","0","1",".233","","","","","","","","","","","4.3%","12.4%","0.35",".275",".373",".648",".140",".247","","","","","","","","",".292","-4.1","19","-5.6","0.0","6.1","3.3","3.8","0.4","","2.2","77","-1.41","-3.92","2.51","-13.02","-1.28","0.89","2.16","5","-1.04","-0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","-0.4","","32 - 32","-6.1","0.5","","","","","","","","19.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","52","93","84","94","104","87","","","","","","","","","","","","","","","","","","0","","","","","","0.4","77","209","5","15","20","0","4.3%","12.4%",".140",".247",".233",".275",".373",".292","","77","-0.4","-6.1","3.3","0.4","1005828"
"Spike Owen","SEA","152","591","3","67","43","16","7.8%","10.7%",".081",".273",".245",".308",".326",".291","","76","0.0","-16.6","11.1","1.4","23","152","530","591","130","101","18","8","3","67","43","46","0","63","3","2","9","5","16","8",".245","","","","","","","","","","","7.8%","10.7%","0.73",".308",".326",".635",".081",".273","","","","","","","","",".291","-11.8","54","-16.6","3.0","17.1","8.1","13.0","1.4","","6.2","76","-2.39","-10.93","8.54","-15.52","-1.53","1.03","2.34","2","-1.73","-0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","0.0","","23 - 23","-16.6","1.4","","","","","","","","19.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","94","80","94","82","60","96","","","","","","","","","","","","","","","","","","0","","","","","","1.4","152","591","3","67","43","16","7.8%","10.7%",".081",".273",".245",".308",".326",".291","","76","0.0","-16.6","11.1","1.4","1009924"
"Bill Stein","TEX","27","48","0","3","3","0","10.4%","18.8%",".023",".353",".279",".354",".302",".291","","79","0.0","-1.2","-2.3","-0.2","37","27","43","48","12","11","1","0","0","3","3","5","2","9","0","0","0","1","0","0",".279","","","","","","","","","","","10.4%","18.8%","0.56",".354",".302",".656",".023",".353","","","","","","","","",".291","-1.0","4","-1.2","-2.0","1.4","-0.3","-2.0","-0.2","","0.6","79","-0.49","-1.49","1.00","-4.35","-0.46","1.66","3.14","12","-0.25","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.3","0.0","","37 - 37","-1.2","0.1","","","","","","","","29.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","126","141","109","76","17","124","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","27","48","0","3","3","0","10.4%","18.8%",".023",".353",".279",".354",".302",".291","","79","0.0","-1.2","-2.3","-0.2","1012463"
"Ivan Calderon","SEA","11","26","1","2","1","1","7.7%","19.2%",".167",".222",".208",".269",".375",".291","","76","0.2","-0.5","0.9","0.1","22","11","24","26","5","3","1","0","1","2","1","2","0","5","0","0","0","3","1","0",".208","","","","","","","","","","","7.7%","19.2%","0.40",".269",".375",".644",".167",".222","","","","","","","","",".291","-0.5","2","-0.7","1.0","0.8","-0.1","1.2","0.1","","4.3","76","-0.28","-0.67","0.39","-2.62","-0.25","1.04","","0","-0.02","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.2","","22 - 22","-0.5","0.1","","","","","","","","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","93","144","83","94","124","78","","","","","","","","","","","","","","","","","","0","","","","","","0.1","11","26","1","2","1","1","7.7%","19.2%",".167",".222",".208",".269",".375",".291","","76","0.2","-0.5","0.9","0.1","1001825"
"George Wright","TEX","101","405","9","40","48","0","3.7%","13.3%",".141",".260",".243",".273",".384",".291","","78","-0.8","-11.1","-16.1","-1.5","25","101","383","405","93","61","19","4","9","40","48","15","2","54","2","3","1","6","0","2",".243","","","","","","","","","","","3.7%","13.3%","0.28",".273",".384",".657",".141",".260","","","","","","","","",".291","-8.3","37","-10.3","-13.0","11.7","-3.1","-14.6","-1.5","","3.4","78","-0.63","-8.00","7.37","-2.28","-0.22","1.14","1.91","2","-0.40","-0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-16.1","-0.8","","25 - 25","-11.1","1.0","","","","","","","","19.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","45","100","84","96","105","91","","","","","","","","","","","","","","","","","","0","","","","","","-1.5","101","405","9","40","48","0","3.7%","13.3%",".141",".260",".243",".273",".384",".291","","78","-0.8","-11.1","-16.1","-1.5","1014279"
